,time,value
194,00:58:05,56
195,00:58:20,56
196,00:58:35,56
197,00:58:50,56
198,00:58:55,55
199,00:59:10,55
200,00:59:20,54
201,00:59:30,61
202,00:59:35,58
203,00:59:50,58
204,00:59:55,58
205,01:00:10,58
206,01:00:25,58
207,01:00:30,57
208,01:00:40,58
209,01:00:50,56
210,01:01:00,56
211,01:01:10,55
212,01:01:20,55
213,01:01:30,56
214,01:01:40,55
215,01:01:50,56
216,01:02:05,56
217,01:02:20,57
218,01:02:30,56
219,01:02:35,56
220,01:02:50,56
221,01:03:00,55
222,01:03:05,56
223,01:03:10,58
224,01:03:15,58
225,01:03:20,58
226,01:03:35,58
227,01:03:40,57
228,01:03:55,57
229,01:04:00,58
230,01:04:10,58
231,01:04:25,58
232,01:04:30,61
233,01:04:35,61
234,01:04:40,61
235,01:04:50,59
236,01:04:55,59
237,01:05:00,58
238,01:05:10,57
239,01:05:20,56
240,01:05:25,55
241,01:05:30,56
242,01:05:40,56
243,01:05:55,56
244,01:06:00,57
245,01:06:10,56
246,01:06:20,57
247,01:06:35,57
248,01:06:40,57
249,01:06:50,58
250,01:07:00,58
251,01:07:05,58
252,01:07:20,57
253,01:07:25,58
254,01:07:30,57
255,01:07:40,60
256,01:07:55,59
257,01:08:00,60
258,01:08:05,61
259,01:08:20,61
260,01:08:25,60
261,01:08:30,60
262,01:08:40,57
263,01:08:50,56
264,01:08:55,55
265,01:09:00,56
266,01:09:10,67
267,01:09:15,67
268,01:09:30,67
269,01:09:40,66
270,01:09:45,65
271,01:09:50,66
272,01:10:00,64
273,01:10:05,64
274,01:10:20,63
275,01:10:30,64
276,01:10:40,62
277,01:10:55,62
278,01:11:10,62
279,01:11:20,55
280,01:11:25,55
281,01:11:40,55
282,01:11:50,55
283,01:12:00,55
284,01:12:05,56
285,01:12:20,56
286,01:12:30,55
287,01:12:40,55
288,01:12:50,59
289,01:13:00,56
290,01:13:05,55
291,01:13:20,58
292,01:13:30,56
293,01:13:40,55
294,01:13:50,57
295,01:14:00,58
296,01:14:10,60
297,01:14:25,60
298,01:14:30,56
299,01:14:40,59
300,01:14:50,61
301,01:15:00,56
302,01:15:10,55
303,01:15:20,57
304,01:15:35,57
305,01:15:50,55
306,01:16:00,55
307,01:16:10,59
308,01:16:20,64
309,01:16:30,58
310,01:16:40,56
311,01:16:50,58
312,01:17:00,56
313,01:17:10,54
314,01:17:20,54
315,01:17:30,58
316,01:17:45,58
317,01:18:00,58
318,01:18:10,54
319,01:18:20,53
320,01:18:30,55
321,01:18:40,64
322,01:18:50,57
323,01:19:00,54
324,01:19:05,55
325,01:19:20,55
326,01:19:35,55
327,01:19:40,56
328,01:19:45,58
329,01:20:00,59
330,01:20:10,56
331,01:20:20,54
332,01:20:30,55
333,01:20:40,56
334,01:20:55,56
335,01:21:00,56
336,01:21:15,56
337,01:21:20,59
338,01:21:30,61
339,01:21:40,61
340,01:21:50,56
341,01:22:00,54
342,01:22:10,55
343,01:22:20,58
344,01:22:30,55
345,01:22:40,59
346,01:22:55,59
347,01:23:10,59
348,01:23:25,59
349,01:23:30,58
350,01:23:40,59
351,01:23:55,59
352,01:24:00,60
353,01:24:15,60
354,01:24:30,58
355,01:24:40,60
356,01:24:50,61
357,01:25:00,62
358,01:25:15,62
359,01:25:20,61
360,01:25:30,62
361,01:25:40,61
362,01:25:55,61
363,01:26:00,62
364,01:26:10,63
365,01:26:20,61
366,01:26:30,61
367,01:26:35,61
368,01:26:50,60
369,01:27:05,60
370,01:27:10,61
371,01:27:15,62
372,01:27:30,62
373,01:27:40,65
374,01:27:45,65
375,01:27:50,64
376,01:28:00,62
377,01:28:15,62
378,01:28:30,62
379,01:28:45,62
380,01:28:50,61
381,01:29:00,59
382,01:29:15,59
383,01:29:30,59
384,01:29:45,59
385,01:29:50,60
386,01:29:55,61
387,01:30:00,62
388,01:30:05,63
389,01:30:20,63
390,01:30:35,63
391,01:30:45,63
392,01:30:50,61
393,01:30:55,59
394,01:31:00,59
395,01:31:10,61
396,01:31:15,61
397,01:31:30,61
398,01:31:45,61
399,01:32:00,61
400,01:32:05,59
401,01:32:20,59
402,01:32:25,60
403,01:32:40,60
404,01:32:55,60
405,01:33:00,56
406,01:33:10,65
407,01:33:20,63
408,01:33:30,56
409,01:33:40,55
410,01:33:55,55
411,01:34:00,62
412,01:34:10,63
413,01:34:20,61
414,01:34:30,63
415,01:34:40,59
416,01:34:50,56
417,01:35:00,62
418,01:35:10,59
419,01:35:20,62
420,01:35:30,61
421,01:35:40,59
422,01:35:50,57
423,01:36:00,59
424,01:36:10,56
425,01:36:20,57
426,01:36:30,59
427,01:36:40,57
428,01:36:50,61
429,01:37:00,58
430,01:37:15,58
431,01:37:20,59
432,01:37:30,57
433,01:37:40,55
434,01:37:50,58
435,01:38:00,57
436,01:38:10,59
437,01:38:20,63
438,01:38:30,62
439,01:38:40,58
440,01:38:50,60
441,01:39:00,56
442,01:39:10,55
443,01:39:25,55
444,01:39:30,63
445,01:39:40,61
446,01:39:50,59
447,01:40:00,56
448,01:40:10,55
449,01:40:20,61
450,01:40:30,64
451,01:40:40,59
452,01:40:50,57
453,01:41:05,57
454,01:41:10,62
455,01:41:20,65
456,01:41:30,64
457,01:41:40,63
458,01:41:50,67
459,01:42:00,65
460,01:42:10,62
461,01:42:20,63
462,01:42:30,58
463,01:42:45,58
464,01:42:50,55
465,01:43:00,57
466,01:43:10,56
467,01:43:20,56
468,01:43:30,54
469,01:43:45,54
470,01:44:00,54
471,01:44:10,54
472,01:44:25,54
473,01:44:30,56
474,01:44:40,54
475,01:44:50,53
476,01:45:00,54
477,01:45:10,56
478,01:45:20,55
479,01:45:30,54
480,01:45:40,55
481,01:45:50,54
482,01:46:00,52
483,01:46:10,53
484,01:46:20,54
485,01:46:30,55
486,01:46:40,53
487,01:46:50,52
488,01:47:00,51
489,01:47:10,52
490,01:47:20,53
491,01:47:35,53
492,01:47:40,54
493,01:47:50,53
494,01:48:05,53
495,01:48:10,55
496,01:48:20,54
497,01:48:30,53
498,01:48:45,53
499,01:48:50,52
500,01:49:00,55
501,01:49:15,55
502,01:49:20,54
503,01:49:30,53
504,01:49:40,52
505,01:49:55,52
506,01:50:00,53
507,01:50:15,53
508,01:50:30,54
509,01:50:40,53
510,01:50:50,55
511,01:51:00,54
512,01:51:10,53
513,01:51:25,53
514,01:51:40,54
515,01:51:50,55
516,01:52:00,54
517,01:52:15,54
518,01:52:20,53
519,01:52:30,54
520,01:52:40,53
521,01:52:50,52
522,01:53:00,53
523,01:53:15,53
524,01:53:20,52
525,01:53:35,52
526,01:53:50,51
527,01:54:00,52
528,01:54:15,52
529,01:54:20,53
530,01:54:35,53
531,01:54:50,52
532,01:55:00,53
533,01:55:15,53
534,01:55:30,53
535,01:55:40,54
536,01:55:50,53
537,01:56:00,54
538,01:56:15,54
539,01:56:20,52
540,01:56:30,51
541,01:56:40,52
542,01:56:50,54
543,01:57:00,55
544,01:57:10,53
545,01:57:25,53
546,01:57:40,52
547,01:57:45,53
548,01:57:50,54
549,01:58:00,55
550,01:58:10,54
551,01:58:20,51
552,01:58:30,52
553,01:58:40,55
554,01:58:50,56
555,01:59:00,54
556,01:59:15,54
557,01:59:30,54
558,01:59:45,54
559,01:59:50,53
560,02:00:00,52
561,02:00:10,53
562,02:00:20,55
563,02:00:35,55
564,02:00:40,54
565,02:00:50,53
566,02:01:00,52
567,02:01:15,52
568,02:01:20,53
569,02:01:30,54
570,02:01:40,53
571,02:01:55,53
572,02:02:10,53
573,02:02:20,52
574,02:02:35,52
575,02:02:40,51
576,02:02:50,53
577,02:03:00,55
578,02:03:15,55
579,02:03:20,53
580,02:03:35,53
581,02:03:40,53
582,02:03:55,53
583,02:04:10,53
584,02:04:20,54
585,02:04:30,53
586,02:04:45,53
587,02:04:50,51
588,02:05:00,53
589,02:05:15,53
590,02:05:20,54
591,02:05:35,54
592,02:05:40,53
593,02:05:50,54
594,02:06:00,53
595,02:06:15,53
596,02:06:20,54
597,02:06:30,53
598,02:06:40,54
599,02:06:55,54
600,02:07:00,55
601,02:07:15,55
602,02:07:30,54
603,02:07:40,53
604,02:07:55,53
605,02:08:10,53
606,02:08:25,53
607,02:08:40,54
608,02:08:50,53
609,02:09:00,52
610,02:09:15,52
611,02:09:20,53
612,02:09:30,54
613,02:09:40,53
614,02:09:50,52
615,02:10:05,52
616,02:10:10,53
617,02:10:20,54
618,02:10:35,54
619,02:10:40,53
620,02:10:50,54
621,02:11:05,54
622,02:11:10,53
623,02:11:20,55
624,02:11:30,54
625,02:11:40,53
626,02:11:50,54
627,02:12:00,53
628,02:12:15,53
629,02:12:20,54
630,02:12:35,54
631,02:12:40,53
632,02:12:55,53
633,02:13:00,51
634,02:13:10,53
635,02:13:20,53
636,02:13:35,53
637,02:13:40,54
638,02:13:50,53
639,02:14:05,53
640,02:14:10,54
641,02:14:25,54
642,02:14:30,53
643,02:14:45,53
644,02:15:00,54
645,02:15:10,53
646,02:15:25,53
647,02:15:30,52
648,02:15:45,52
649,02:15:50,54
650,02:16:00,53
651,02:16:15,53
652,02:16:20,54
653,02:16:30,52
654,02:16:40,53
655,02:16:50,54
656,02:17:05,54
657,02:17:10,53
658,02:17:25,53
659,02:17:30,52
660,02:17:40,53
661,02:17:50,54
662,02:18:00,53
663,02:18:10,52
664,02:18:20,53
665,02:18:30,52
666,02:18:40,53
667,02:18:50,53
668,02:18:55,54
669,02:19:00,55
670,02:19:10,58
671,02:19:20,56
672,02:19:30,54
673,02:19:40,54
674,02:19:50,52
675,02:20:00,48
676,02:20:15,48
677,02:20:20,49
678,02:20:30,50
679,02:20:40,52
680,02:20:50,51
681,02:21:05,51
682,02:21:20,53
683,02:21:30,52
684,02:21:40,51
685,02:21:50,52
686,02:22:00,51
687,02:22:10,50
688,02:22:20,52
689,02:22:30,53
690,02:22:40,52
691,02:22:55,52
692,02:23:00,53
693,02:23:10,52
694,02:23:20,53
695,02:23:30,52
696,02:23:40,53
697,02:23:50,52
698,02:24:05,52
699,02:24:20,52
700,02:24:35,52
701,02:24:50,50
702,02:25:00,54
703,02:25:10,52
704,02:25:20,56
705,02:25:30,53
706,02:25:40,52
707,02:25:50,53
708,02:26:00,54
709,02:26:10,55
710,02:26:20,54
711,02:26:30,53
712,02:26:40,52
713,02:26:50,51
714,02:26:55,52
715,02:27:00,53
716,02:27:10,56
717,02:27:25,56
718,02:27:30,53
719,02:27:45,53
720,02:27:50,52
721,02:28:00,52
722,02:28:15,52
723,02:28:20,49
724,02:28:30,49
725,02:28:40,50
726,02:28:50,48
727,02:29:00,49
728,02:29:10,47
729,02:29:20,48
730,02:29:30,49
731,02:29:45,49
732,02:30:00,50
733,02:30:10,48
734,02:30:20,49
735,02:30:35,49
736,02:30:50,49
737,02:31:05,49
738,02:31:20,49
739,02:31:30,50
740,02:31:40,49
741,02:31:50,50
742,02:32:05,50
743,02:32:10,50
744,02:32:25,50
745,02:32:40,50
746,02:32:50,52
747,02:33:05,52
748,02:33:20,51
749,02:33:35,51
750,02:33:40,50
751,02:33:50,51
752,02:34:05,51
753,02:34:10,52
754,02:34:20,51
755,02:34:35,51
756,02:34:50,51
757,02:35:00,50
758,02:35:10,51
759,02:35:25,51
760,02:35:40,51
761,02:35:55,51
762,02:36:00,51
763,02:36:15,51
764,02:36:20,53
765,02:36:30,52
766,02:36:45,52
767,02:36:50,53
768,02:37:00,51
769,02:37:10,50
770,02:37:20,50
771,02:37:30,53
772,02:37:40,54
773,02:37:50,53
774,02:38:05,53
775,02:38:10,52
776,02:38:25,52
777,02:38:40,52
778,02:38:55,52
779,02:39:10,53
780,02:39:25,53
781,02:39:30,54
782,02:39:40,53
783,02:39:50,54
784,02:40:05,54
785,02:40:10,52
786,02:40:25,52
787,02:40:30,53
788,02:40:45,53
789,02:41:00,53
790,02:41:10,52
791,02:41:25,52
792,02:41:40,52
793,02:41:50,53
794,02:42:05,53
795,02:42:10,52
796,02:42:20,53
797,02:42:30,52
798,02:42:45,52
799,02:42:50,51
800,02:43:00,53
801,02:43:10,55
802,02:43:20,54
803,02:43:30,52
804,02:43:40,53
805,02:43:55,53
806,02:44:10,52
807,02:44:25,52
808,02:44:30,51
809,02:44:45,51
810,02:44:50,50
811,02:45:05,50
812,02:45:20,53
813,02:45:35,53
814,02:45:40,52
815,02:45:55,52
816,02:46:00,53
817,02:46:10,52
818,02:46:20,53
819,02:46:35,53
820,02:46:40,52
821,02:46:55,52
822,02:47:00,53
823,02:47:10,52
824,02:47:20,54
825,02:47:35,54
826,02:47:50,54
827,02:48:00,53
828,02:48:10,52
829,02:48:25,52
830,02:48:40,53
831,02:48:50,54
832,02:49:00,53
833,02:49:10,52
834,02:49:25,52
835,02:49:40,52
836,02:49:55,52
837,02:50:10,54
838,02:50:20,53
839,02:50:30,53
840,02:50:40,52
841,02:50:55,52
842,02:51:00,54
843,02:51:15,54
844,02:51:20,52
845,02:51:30,53
846,02:51:45,53
847,02:51:50,52
848,02:52:05,52
849,02:52:10,53
850,02:52:25,53
851,02:52:30,52
852,02:52:40,53
853,02:52:55,53
854,02:53:10,53
855,02:53:20,54
856,02:53:35,54
857,02:53:50,54
858,02:54:00,53
859,02:54:10,52
860,02:54:25,52
861,02:54:40,53
862,02:54:55,53
863,02:55:10,53
864,02:55:20,52
865,02:55:35,52
866,02:55:50,52
867,02:56:05,52
868,02:56:10,53
869,02:56:25,53
870,02:56:30,52
871,02:56:45,52
872,02:56:50,53
873,02:57:05,53
874,02:57:20,53
875,02:57:30,52
876,02:57:40,51
877,02:57:50,52
878,02:58:00,52
879,02:58:10,53
880,02:58:25,53
881,02:58:40,53
882,02:58:50,52
883,02:59:00,53
884,02:59:15,53
885,02:59:20,54
886,02:59:35,54
887,02:59:50,53
888,03:00:00,51
889,03:00:10,54
890,03:00:20,53
891,03:00:35,53
892,03:00:50,53
893,03:01:05,53
894,03:01:10,52
895,03:01:20,51
896,03:01:35,51
897,03:01:40,50
898,03:01:50,51
899,03:02:00,53
900,03:02:15,53
901,03:02:30,53
902,03:02:45,53
903,03:02:50,51
904,03:03:00,52
905,03:03:10,51
906,03:03:20,52
907,03:03:35,52
908,03:03:40,53
909,03:03:55,53
910,03:04:10,52
911,03:04:20,53
912,03:04:30,54
913,03:04:40,53
914,03:04:50,51
915,03:05:00,52
916,03:05:15,52
917,03:05:20,51
918,03:05:30,53
919,03:05:45,53
920,03:06:00,52
921,03:06:10,53
922,03:06:25,53
923,03:06:40,53
924,03:06:50,52
925,03:07:00,51
926,03:07:15,51
927,03:07:30,52
928,03:07:45,52
929,03:08:00,53
930,03:08:10,54
931,03:08:20,53
932,03:08:30,53
933,03:08:40,52
934,03:08:55,52
